user_id,variant,sessions_14d,retained_30d,revenue_30d,platform
u004684,control,10,1,43.2,web
u004685,control,8,0,28.95,android
u004686,control,8,1,92.3,ios
u004687,control,10,0,66.3,ios
u004688,control,12,1,111.27,android
u004689,control,2,0,11.21,web
u004690,control,13,1,60.97,android
u004691,control,9,0,63.79,web
u004692,control,6,1,48.78,web
u004693,control,8,1,28.62,android
u004694,control,9,0,51.48,web
u004695,control,5,1,21.14,web
u004696,control,5,0,46.21,ios
u004697,control,7,0,23.34,ios
u004698,control,7,0,83.74,ios
u004699,control,9,0,85.24,web
u004700,control,9,1,45.2,web
u004701,control,12,1,58.32,ios
u004702,control,6,0,41.23,web
u004703,control,11,0,55.26,android
u004704,control,10,0,54.19,ios
u004705,control,7,0,24.68,ios
u004706,control,12,0,33.43,ios
u004707,control,9,1,25.15,android
u004708,control,10,0,50.97,ios
u004709,control,5,0,31.34,web
u004710,control,10,1,27.08,android
u004711,control,7,0,48.39,ios
u004712,control,7,1,15.55,android
u004713,control,6,0,26.04,android
u004714,control,9,0,37.51,ios
u004715,control,9,1,50.31,ios
u004716,control,9,1,26.39,android
u004717,control,8,1,18.71,web
u004718,control,9,1,37.25,android
u004719,control,13,0,20.34,web
u004720,control,4,1,15.33,ios
u004721,control,11,0,32.03,ios
u004722,control,8,0,63.04,android
u004723,control,5,1,11.1,ios
u004724,control,11,1,19.17,web
u004725,control,12,1,20.76,android
u004726,control,8,1,27.48,ios
u004727,control,11,1,23.36,web
u004728,control,5,1,26.92,ios
u004729,control,5,1,10.21,android
u004730,control,11,1,76.27,web
u004731,control,5,0,39.57,android
u004732,control,8,1,51.09,web
u004733,control,6,0,39.94,web
u004734,control,6,0,14.91,android
u004735,control,6,1,62.77,web
u004736,control,8,1,95.08,web
u004737,control,14,1,47.89,web
u004738,control,3,1,7.92,android
u004739,control,4,1,7.57,ios
u004740,control,11,1,93.39,android
u004741,control,6,1,24.7,android
u004742,control,7,1,22.53,web
u004743,control,3,1,5.42,ios
u004744,control,8,1,26.08,ios
u004745,control,5,1,12.3,android
u004746,control,6,1,23.85,android
u004747,control,10,0,19.77,android
u004748,control,6,1,55.69,android
u004749,control,3,0,6.24,ios
u004750,control,9,0,18.56,ios
u004751,control,9,1,54.03,web
u004752,control,5,1,34.31,web
u004753,control,8,1,14.72,android
u004754,control,7,1,18.09,android
u004755,control,6,0,11.34,web
u004756,control,9,0,24.93,ios
u004757,control,5,0,15.08,android
u004758,control,11,1,31.85,android
u004759,control,5,1,52.91,ios
u004760,control,7,1,16.5,ios
u004761,control,4,0,9.06,ios
u004762,control,9,1,54.8,android
u004763,control,12,0,128.6,ios
u004764,control,9,1,28.55,android
u004765,control,10,1,67.5,android
u004766,control,2,1,11.42,ios
u004767,control,9,1,36.24,android
u004768,control,4,0,16.98,ios
u004769,control,6,0,41.72,android
u004770,control,7,1,61.14,web
u004771,control,6,1,20.07,web
u004772,control,12,1,53.02,android
u004773,control,6,0,19.28,android
u004774,control,6,1,23.26,android
u004775,control,6,1,24.25,ios
u004776,control,6,0,32.77,android
u004777,control,8,1,39.74,ios
u004778,control,9,0,36.27,web
u004779,control,3,1,16.16,android
u004780,control,7,0,45.91,android
u004781,control,6,1,19.12,web
u004782,control,9,1,18.14,web
u004783,control,7,1,26.75,ios
u004784,control,7,1,13.47,ios
u004785,control,6,1,15.73,web
u004786,control,11,1,65.45,ios
u004787,control,10,0,73.11,android
u004788,control,3,0,30.38,ios
u004789,control,7,0,33.29,ios
u004790,control,5,1,25.29,web
u004791,control,10,1,43.75,android
u004792,control,7,1,33.28,ios
u004793,control,10,1,21.01,ios
u004794,control,8,1,53.91,android
u004795,control,9,0,21.56,android
u004796,control,7,0,45.7,android
u004797,control,8,1,38.45,web
u004798,control,7,1,32.51,android
u004799,control,10,1,53.1,ios
u004800,control,10,1,12.52,android
u004801,control,10,0,98.68,web
u004802,control,10,0,58.35,android
u004803,control,7,1,32.15,ios
u004804,control,9,1,19.14,web
u004805,control,4,1,21.39,android
u004806,control,8,0,39.58,ios
u004807,control,9,1,19.38,android
u004808,control,9,0,39.81,ios
u004809,control,6,1,14.89,web
u004810,control,8,0,22.64,android
u004811,control,6,1,17.85,android
u004812,control,4,1,28.72,android
u004813,control,7,0,32.59,web
u004814,control,7,1,33.91,android
u004815,control,9,0,42.09,web
u004816,control,10,1,34.01,web
u004817,control,11,1,75.72,ios
u004818,control,1,0,5.91,ios
u004819,control,10,0,52.84,android
u004820,control,6,0,48.01,ios
u004821,control,9,1,56.4,ios
u004822,control,7,1,39.37,android
u004823,control,4,0,31.36,android
u004824,control,4,1,8.05,ios
u004825,control,10,0,67.3,ios
u004826,control,7,1,21.37,android
u004827,control,9,0,47.37,android
u004828,control,14,0,118.25,ios
u004829,control,8,0,11.84,web
u004830,control,7,1,28.12,ios
u004831,control,11,0,26.54,android
u004832,control,5,0,6.42,android
u004833,control,8,1,31.37,web
u004834,control,13,1,81.47,android
u004835,control,6,1,14.61,ios
u004836,control,9,1,70.84,ios
u004837,control,9,0,24.1,ios
u004838,control,9,1,98.57,android
u004839,control,7,1,43.27,ios
u004840,control,6,1,13.73,android
u004841,control,16,1,83.02,web
u004842,control,8,0,33.68,android
u004843,control,7,0,34.3,android
u004844,control,11,0,66.89,ios
u004845,control,11,0,66.56,ios
u004846,control,7,1,10.95,ios
u004847,control,9,1,35.05,ios
u004848,control,6,0,19.69,ios
u004849,control,6,1,36.06,web
u004850,control,9,0,95.97,web
u004851,control,15,0,51.53,ios
u004852,control,13,1,80.43,ios
u004853,control,6,1,27.61,android
u004854,control,11,1,17.14,android
u004855,control,7,0,29.11,android
u004856,control,5,0,25.28,ios
u004857,control,8,1,33.51,ios
u004858,control,8,0,20.46,web
u004859,control,11,0,37.61,web
u004860,control,9,1,51.04,web
u004861,control,11,0,27.24,ios
u004862,control,8,1,32.78,android
u004863,control,15,0,153.44,android
u004864,control,7,1,36.59,android
u004865,control,7,0,23.19,ios
u004866,control,6,0,20.04,web
u004867,control,10,0,38.11,web
u004868,control,10,0,22.71,web
u004869,control,9,0,63.08,web
u004870,control,10,0,74.94,web
u004871,control,12,0,24.58,android
u004872,control,10,0,32.87,web
u004873,control,5,0,17.77,android
u004874,control,5,0,11.42,web
u004875,control,7,1,19.93,android
u004876,control,9,0,77.5,ios
u004877,control,6,1,39.2,web
u004878,control,6,1,33.39,android
u004879,control,6,0,26.02,android
u004880,control,10,0,44.98,ios
u004881,control,2,1,11.53,android
u004882,control,10,1,65.71,web
u004883,control,13,1,123.13,ios
u004884,control,4,0,13.99,android
u004885,control,12,1,104.02,web
u004886,control,14,0,57.9,android
u004887,control,7,0,9.56,android
u004888,control,9,0,41.35,ios
u004889,control,9,0,70.02,android
u004890,control,9,1,51.73,android
u004891,control,6,0,27.85,web
u004892,control,9,0,49.36,ios
u004893,control,8,0,84.98,web
u004894,control,9,1,24.34,android
u004895,control,7,0,31.63,ios
u004896,control,7,1,20.93,android
u004897,control,7,1,31.14,ios
u004898,control,12,1,30.41,android
u004899,control,10,0,59.36,ios
u004900,control,12,1,40.54,android
u004901,control,8,1,49.79,ios
u004902,control,8,1,37.32,android
u004903,control,5,1,6.72,web
u004904,control,5,1,17.9,android
u004905,control,11,1,36.37,web
u004906,control,8,1,40.46,web
u004907,control,9,1,80.79,ios
u004908,control,8,0,44.47,android
u004909,control,5,0,11.22,ios
u004910,control,7,0,18.01,web
u004911,control,6,1,58.49,android
u004912,control,11,1,89.09,ios
u004913,control,10,1,36.39,android
u004914,control,9,0,36.73,android
u004915,control,12,1,69.56,ios
u004916,control,11,1,40.95,web
u004917,control,5,0,17.85,android
u004918,control,4,0,17.75,web
u004919,control,9,0,24.11,ios
u004920,control,10,0,60.14,web
u004921,control,5,0,43.25,web
u004922,control,3,1,15.43,web
u004923,control,7,0,85.29,android
u004924,control,11,1,62.58,ios
u004925,control,9,0,26.9,android
u004926,control,12,0,155.74,web
u004927,control,8,0,22.25,android
u004928,control,6,1,23.96,ios
u004929,control,7,1,24.82,web
u004930,control,6,1,23.89,android
u004931,control,7,1,43.76,web
u004932,control,6,1,70.76,ios
u004933,control,7,0,36.65,ios
u004934,control,7,0,66.6,android
u004935,control,11,1,107.66,android
u004936,control,9,1,91.11,web
u004937,control,8,1,57.68,web
u004938,control,12,0,35.2,web
u004939,control,7,1,24.7,android
u004940,control,5,1,28.63,ios
u004941,control,9,1,24.24,web
u004942,control,12,0,32.61,android
u004943,control,8,1,35.21,web
u004944,control,6,0,30.41,web
u004945,control,7,0,26.71,web
u004946,control,7,0,39.27,ios
u004947,control,6,1,30.46,android
u004948,control,10,0,63.21,web
u004949,control,5,0,14.07,android
u004950,control,5,0,16.4,web
u004951,control,16,1,89.52,android
u004952,control,8,1,29.02,web
u004953,control,9,1,40.53,android
u004954,control,4,1,13.58,android
u004955,control,4,1,13.3,ios
u004956,control,12,1,104.01,ios
u004957,control,7,0,31.41,android
u004958,control,10,1,45.79,ios
u004959,control,9,1,22.47,web
u004960,control,11,1,59.58,ios
u004961,control,6,1,33.21,web
u004962,control,11,1,67.6,ios
u004963,control,12,1,37.17,android
u004964,control,6,0,26.49,web
u004965,control,9,1,71.87,android
u004966,control,6,1,20.98,android
u004967,control,3,0,15.43,web
u004968,control,10,1,81.75,ios
u004969,control,12,0,73.24,web
u004970,control,4,1,9.27,ios
u004971,control,10,1,30.97,android
u004972,control,10,1,31.83,android
u004973,control,12,0,98.85,web
u004974,control,10,0,36.28,web
u004975,control,9,0,22.16,ios
u004976,control,7,1,23.1,web
u004977,control,13,1,31.51,ios
u004978,control,16,0,103.54,web
u004979,control,8,0,12.19,ios
u004980,control,12,1,56.45,ios
u004981,control,7,0,31.34,ios
u004982,control,4,1,16.11,ios
u004983,control,7,1,14.25,web
u004984,control,9,1,21.79,ios
u004985,control,10,0,20.65,ios
u004986,control,11,0,16.18,android
u004987,control,8,0,38.14,android
u004988,control,11,1,85.11,ios
u004989,control,7,1,21.04,web
u004990,control,4,0,15.8,ios
u004991,control,6,1,64.59,ios
u004992,control,7,1,17.8,ios
u004993,control,10,1,34.87,web
u004994,control,5,0,50.64,android
u004995,control,9,0,34.12,android
u004996,control,6,1,24.12,ios
u004997,control,5,1,19.78,android
u004998,control,5,1,18.03,web
u004999,control,9,1,52.63,ios
u005000,treatment,9,0,69.71,ios
u005001,treatment,7,1,23.45,android
u005002,treatment,13,1,38.11,ios
u005003,treatment,3,0,7.29,android
u005004,treatment,11,0,38.7,android
u005005,treatment,7,1,15.7,android
u005006,treatment,6,1,26.3,android
u005007,treatment,15,1,119.39,android
u005008,treatment,5,1,18.59,android
u005009,treatment,11,0,52.78,android
u005010,treatment,12,1,41.6,web
u005011,treatment,9,0,52.21,web
u005012,treatment,13,1,98.07,web
u005013,treatment,8,0,26.83,web
u005014,treatment,4,1,11.08,android
u005015,treatment,11,1,53.0,ios
u005016,treatment,11,1,47.86,ios
u005017,treatment,9,0,91.61,web
u005018,treatment,12,0,144.34,android
u005019,treatment,8,1,42.9,ios
u005020,treatment,5,1,55.0,ios
u005021,treatment,9,1,34.95,web
u005022,treatment,10,0,53.78,web
u005023,treatment,11,0,34.02,android
u005024,treatment,9,1,35.92,ios
u005025,treatment,6,1,39.63,web
u005026,treatment,9,0,71.62,android
u005027,treatment,6,1,43.36,ios
u005028,treatment,12,1,50.89,web
u005029,treatment,13,0,92.88,web
u005030,treatment,10,1,25.6,web
u005031,treatment,6,1,27.59,web
u005032,treatment,8,1,30.45,android
u005033,treatment,7,1,29.56,web
u005034,treatment,3,0,8.78,android
u005035,treatment,7,1,43.31,web
u005036,treatment,10,0,64.35,web
u005037,treatment,6,1,22.15,android
u005038,treatment,10,1,113.34,web
u005039,treatment,7,1,93.21,ios
u005040,treatment,6,0,21.24,web
u005041,treatment,7,0,33.01,web
u005042,treatment,6,1,35.66,ios
u005043,treatment,11,1,29.2,web
u005044,treatment,6,0,31.87,android
u005045,treatment,8,1,17.13,web
u005046,treatment,6,1,61.94,web
u005047,treatment,11,0,34.39,ios
u005048,treatment,13,1,34.88,android
u005049,treatment,6,0,32.91,android
u005050,treatment,9,0,28.93,android
u005051,treatment,9,0,17.86,ios
u005052,treatment,8,0,44.44,android
u005053,treatment,11,1,20.29,web
u005054,treatment,11,1,55.89,web
u005055,treatment,7,1,39.9,android
u005056,treatment,9,1,82.33,ios
u005057,treatment,7,1,31.15,ios
u005058,treatment,10,1,36.43,android
u005059,treatment,6,0,25.49,ios
u005060,treatment,6,0,21.79,web
u005061,treatment,6,0,25.87,android
u005062,treatment,11,0,25.36,ios
u005063,treatment,7,1,39.01,ios
u005064,treatment,15,0,48.52,android
u005065,treatment,9,1,38.33,web
u005066,treatment,7,0,44.99,ios
u005067,treatment,15,0,115.38,ios
u005068,treatment,6,0,22.59,web
u005069,treatment,2,0,19.39,ios
u005070,treatment,12,1,46.2,ios
u005071,treatment,10,1,26.54,ios
u005072,treatment,14,1,96.76,android
u005073,treatment,4,0,14.39,web
u005074,treatment,15,1,80.38,android
u005075,treatment,8,0,43.51,web
u005076,treatment,6,1,22.83,web
u005077,treatment,13,1,124.69,ios
u005078,treatment,9,1,95.73,web
u005079,treatment,7,1,19.99,web
u005080,treatment,10,1,56.34,ios
u005081,treatment,7,1,25.95,android
u005082,treatment,11,0,66.89,ios
u005083,treatment,6,1,36.53,android
u005084,treatment,6,1,14.85,android
u005085,treatment,7,1,20.49,ios
u005086,treatment,10,1,25.07,ios
u005087,treatment,10,1,35.5,web
u005088,treatment,9,1,39.09,web
u005089,treatment,7,0,27.93,web
u005090,treatment,9,1,46.53,android
u005091,treatment,13,0,192.02,android
u005092,treatment,9,1,50.72,ios
u005093,treatment,10,0,30.18,android
u005094,treatment,9,1,48.55,web
u005095,treatment,4,0,14.19,ios
u005096,treatment,10,0,70.25,ios
u005097,treatment,7,1,21.44,web
u005098,treatment,9,0,42.56,android
u005099,treatment,7,0,13.85,android
u005100,treatment,9,0,44.03,web
u005101,treatment,6,1,62.81,ios
u005102,treatment,11,0,87.26,android
u005103,treatment,14,1,56.27,ios
u005104,treatment,8,1,39.44,web
u005105,treatment,13,1,90.11,android
u005106,treatment,5,0,55.75,web
u005107,treatment,12,0,28.93,ios
u005108,treatment,9,1,30.52,web
u005109,treatment,11,1,59.8,ios
u005110,treatment,11,1,47.27,web
u005111,treatment,11,1,36.22,ios
u005112,treatment,5,1,14.98,web
u005113,treatment,8,1,20.27,web
u005114,treatment,8,1,40.06,android
u005115,treatment,6,0,29.69,ios
u005116,treatment,16,0,184.88,ios
u005117,treatment,9,1,27.51,android
u005118,treatment,8,0,37.57,android
u005119,treatment,13,1,72.79,android
u005120,treatment,5,0,22.68,ios
u005121,treatment,11,0,40.17,android
u005122,treatment,6,1,19.51,ios
u005123,treatment,10,1,53.59,android
u005124,treatment,12,1,30.28,ios
u005125,treatment,6,0,49.58,ios
u005126,treatment,9,1,37.63,web
u005127,treatment,12,1,80.53,web
u005128,treatment,8,1,74.35,android
u005129,treatment,8,0,27.28,web
u005130,treatment,7,1,49.11,web
u005131,treatment,7,0,35.63,web
u005132,treatment,10,1,59.54,ios
u005133,treatment,6,1,58.84,ios
u005134,treatment,10,1,31.01,android
u005135,treatment,10,0,49.42,web
u005136,treatment,6,1,25.95,android
u005137,treatment,8,0,21.31,ios
u005138,treatment,8,1,43.45,web
u005139,treatment,10,1,33.6,ios
u005140,treatment,8,1,14.84,android
u005141,treatment,8,1,30.33,web
u005142,treatment,7,0,32.87,android
u005143,treatment,8,1,86.0,web
u005144,treatment,12,0,19.25,web
u005145,treatment,13,0,66.26,android
u005146,treatment,10,1,45.24,android
u005147,treatment,4,0,30.79,android
u005148,treatment,7,0,31.26,ios
u005149,treatment,13,0,107.75,web
u005150,treatment,7,0,44.22,android
u005151,treatment,10,1,26.35,web
u005152,treatment,7,0,31.51,web
u005153,treatment,7,1,36.95,ios
u005154,treatment,7,1,13.42,ios
u005155,treatment,5,0,24.43,android
u005156,treatment,10,1,34.86,android
u005157,treatment,19,0,105.45,ios
u005158,treatment,9,1,24.39,android
u005159,treatment,3,0,14.38,ios
u005160,treatment,8,1,50.98,ios
u005161,treatment,8,0,31.75,web
u005162,treatment,6,1,32.34,ios
u005163,treatment,10,1,40.04,android
u005164,treatment,10,1,73.14,web
u005165,treatment,10,0,40.04,web
u005166,treatment,9,0,42.76,web
u005167,treatment,12,1,56.88,ios
u005168,treatment,9,1,27.96,web
u005169,treatment,12,1,94.11,ios
u005170,treatment,8,1,67.2,web
u005171,treatment,13,1,49.78,web
u005172,treatment,5,0,20.3,android
u005173,treatment,4,1,20.82,web
u005174,treatment,8,0,26.52,web
u005175,treatment,12,1,37.06,android
u005176,treatment,9,0,63.9,ios
u005177,treatment,5,1,29.57,web
u005178,treatment,10,0,78.92,ios
u005179,treatment,11,0,45.74,ios
u005180,treatment,9,0,18.21,web
u005181,treatment,13,0,41.81,web
u005182,treatment,8,1,22.37,ios
u005183,treatment,9,0,101.44,web
u005184,treatment,7,0,43.17,android
u005185,treatment,9,1,13.28,web
u005186,treatment,9,0,22.44,ios
u005187,treatment,12,0,90.43,ios
u005188,treatment,11,0,73.49,android
u005189,treatment,10,0,67.17,ios
u005190,treatment,10,1,68.76,web
u005191,treatment,8,1,32.19,android
u005192,treatment,9,1,23.79,web
u005193,treatment,8,1,75.81,android
u005194,treatment,9,0,31.62,android
u005195,treatment,7,0,31.02,web
u005196,treatment,9,1,29.17,web
u005197,treatment,6,1,15.31,web
u005198,treatment,9,1,34.52,ios
u005199,treatment,8,1,74.29,ios
u005200,treatment,7,0,18.14,web
u005201,treatment,6,1,25.95,android
u005202,treatment,8,1,82.74,ios
u005203,treatment,14,1,56.19,web
u005204,treatment,8,0,11.74,android
u005205,treatment,12,1,31.59,android
u005206,treatment,10,0,12.67,web
u005207,treatment,8,1,62.36,ios
u005208,treatment,7,0,18.33,android
u005209,treatment,9,0,12.6,android
u005210,treatment,7,1,87.52,android
u005211,treatment,10,1,18.7,ios
u005212,treatment,6,0,34.83,ios
u005213,treatment,10,0,36.75,ios
u005214,treatment,11,1,74.37,ios
u005215,treatment,2,1,10.83,ios
u005216,treatment,10,1,49.22,ios
u005217,treatment,10,0,33.81,android
u005218,treatment,6,0,16.29,web
u005219,treatment,12,0,25.64,android
u005220,treatment,10,1,38.26,web
u005221,treatment,7,0,37.82,android
u005222,treatment,9,0,41.81,android
u005223,treatment,8,0,15.6,web
u005224,treatment,12,1,106.01,web
u005225,treatment,7,1,29.93,android
u005226,treatment,8,1,33.95,ios
u005227,treatment,11,0,73.72,android
u005228,treatment,7,1,34.56,web
u005229,treatment,12,1,79.16,android
u005230,treatment,11,0,66.31,android
u005231,treatment,5,0,24.33,android
u005232,treatment,5,0,16.07,ios
u005233,treatment,5,1,8.97,android
u005234,treatment,15,0,46.07,web
u005235,treatment,7,1,93.38,ios
u005236,treatment,5,1,33.97,web
u005237,treatment,7,1,32.68,android
u005238,treatment,18,1,53.8,android
u005239,treatment,10,1,62.91,android
u005240,treatment,16,0,57.14,web
u005241,treatment,2,1,6.96,web
u005242,treatment,9,1,41.85,ios
u005243,treatment,9,0,22.89,web
u005244,treatment,7,0,63.22,android
u005245,treatment,9,1,30.47,ios
u005246,treatment,12,1,25.04,web
u005247,treatment,11,1,64.38,ios
u005248,treatment,8,1,43.58,web
u005249,treatment,10,1,28.75,web
u005250,treatment,8,1,37.17,android
u005251,treatment,8,0,47.63,ios
u005252,treatment,9,0,59.51,web
u005253,treatment,7,1,48.83,ios
u005254,treatment,11,1,26.36,android
u005255,treatment,6,1,40.13,ios
u005256,treatment,9,0,44.3,android
u005257,treatment,10,0,21.78,ios
u005258,treatment,8,0,90.94,android
u005259,treatment,4,1,20.32,web
u005260,treatment,13,1,69.83,android
u005261,treatment,8,0,14.63,ios
u005262,treatment,9,1,50.84,web
u005263,treatment,10,1,35.65,web
u005264,treatment,9,0,67.29,android
u005265,treatment,12,1,52.28,android
u005266,treatment,13,1,59.3,android
u005267,treatment,11,1,38.76,web
u005268,treatment,4,0,21.89,ios
u005269,treatment,8,1,39.28,android
u005270,treatment,13,0,79.07,web
u005271,treatment,14,0,38.23,ios
u005272,treatment,5,1,15.37,web
u005273,treatment,4,0,11.43,ios
u005274,treatment,5,0,15.97,ios
u005275,treatment,7,0,14.23,android
u005276,treatment,10,0,41.01,ios
u005277,treatment,7,0,37.95,web
u005278,treatment,10,0,26.53,android
u005279,treatment,9,0,94.71,ios
u005280,treatment,8,1,28.93,web
u005281,treatment,11,0,41.88,ios
u005282,treatment,11,1,52.06,ios
u005283,treatment,13,1,102.08,ios
u005284,treatment,6,1,23.68,web
u005285,treatment,11,1,71.6,ios
u005286,treatment,9,1,24.78,ios
u005287,treatment,12,0,35.17,web
u005288,treatment,8,1,23.6,android
u005289,treatment,12,1,69.31,ios
u005290,treatment,10,1,52.97,ios
u005291,treatment,7,1,22.69,web
u005292,treatment,10,0,21.63,web
u005293,treatment,8,0,31.7,android
u005294,treatment,14,1,64.27,web
u005295,treatment,7,0,36.35,android
u005296,treatment,7,0,41.48,android
u005297,treatment,2,1,6.66,web
u005298,treatment,7,0,32.48,web
u005299,treatment,4,0,15.8,android
u005300,treatment,7,1,113.99,ios
u005301,treatment,7,1,78.18,ios
u005302,treatment,4,1,13.36,web
u005303,treatment,11,1,45.5,android
u005304,treatment,7,0,51.46,web
u005305,treatment,7,0,56.28,android
u005306,treatment,11,1,54.84,android
u005307,treatment,11,1,51.93,ios
u005308,treatment,9,1,26.35,ios
u005309,treatment,10,1,32.74,ios
u005310,treatment,9,0,14.22,android
u005311,treatment,7,1,30.77,ios
u005312,treatment,14,0,56.96,web
u005313,treatment,9,1,33.1,web
u005314,treatment,6,0,22.84,android
u005315,treatment,12,1,31.75,android
u005316,treatment,15,1,52.64,ios
u005317,treatment,11,1,63.46,android
u005318,treatment,11,0,20.47,web
u005319,treatment,5,0,24.85,web
u005320,treatment,9,1,29.15,android
u005321,treatment,8,0,32.91,web
u005322,treatment,15,0,61.74,web
u005323,treatment,9,1,36.0,ios
u005324,treatment,6,0,77.04,ios
u005325,treatment,9,1,24.09,web
u005326,treatment,5,0,24.27,android
u005327,treatment,8,1,38.25,ios
u005328,treatment,10,1,49.96,ios
u005329,treatment,13,1,105.65,android
u005330,treatment,10,0,89.11,android
u005331,treatment,5,1,58.1,ios
u005332,treatment,7,1,38.85,android
u005333,treatment,13,1,45.49,ios
u005334,treatment,10,1,44.94,web
u005335,treatment,6,1,22.72,ios
u005336,treatment,8,1,23.23,ios
u005337,treatment,7,1,40.47,web
u005338,treatment,10,1,32.0,ios
u005339,treatment,15,0,200.41,web
u005340,treatment,2,0,12.82,ios
u005341,treatment,9,0,23.38,ios
u005342,treatment,6,0,65.2,web
u005343,treatment,9,0,39.02,web
u005344,treatment,9,0,55.24,web
u005345,treatment,9,1,36.5,web
u005346,treatment,5,1,26.21,web
u005347,treatment,8,0,75.37,web
u005348,treatment,11,0,53.04,android
u005349,treatment,4,0,15.21,android
u005350,treatment,12,1,44.06,android
u005351,treatment,7,1,39.61,android
u005352,treatment,10,1,57.08,android
u005353,treatment,5,1,45.78,ios
u005354,treatment,11,1,34.41,ios
u005355,treatment,4,0,13.0,ios
u005356,treatment,8,1,13.34,ios
u005357,treatment,8,1,59.76,android
u005358,treatment,3,0,15.43,android
u005359,treatment,8,1,44.97,android
u005360,treatment,11,1,55.71,ios
u005361,treatment,13,0,49.58,web
u005362,treatment,10,1,27.76,web
u005363,treatment,12,0,53.81,android
u005364,treatment,6,0,10.08,ios
u005365,treatment,10,1,48.26,ios
u005366,treatment,6,0,15.23,android
u005367,treatment,5,1,22.64,ios
u005368,treatment,9,0,27.53,ios
u005369,treatment,7,0,25.78,web
u005370,treatment,6,0,15.81,web
u005371,treatment,9,0,34.72,android
u005372,treatment,10,1,46.3,android
u005373,treatment,6,1,23.46,android
u005374,treatment,9,0,58.72,web
u005375,treatment,4,1,14.95,android
u005376,treatment,9,0,69.44,ios
u005377,treatment,7,1,57.22,android
u005378,treatment,6,1,10.61,android
u005379,treatment,12,0,128.17,web
u005380,treatment,9,1,51.39,web
u005381,treatment,6,1,18.7,ios
u005382,treatment,4,0,13.51,web
u005383,treatment,8,1,30.08,ios
u005384,treatment,7,1,29.36,web
u005385,treatment,9,1,56.68,web
u005386,treatment,11,1,43.63,web
u005387,treatment,7,1,54.17,android
u005388,treatment,10,0,25.22,android
u005389,treatment,10,1,52.42,ios
u005390,treatment,9,1,35.92,web
u005391,treatment,11,1,44.96,ios
u005392,treatment,9,1,17.94,web
u005393,treatment,9,1,76.89,ios
u005394,treatment,5,1,23.58,ios
u005395,treatment,7,0,22.22,android
u005396,treatment,6,1,30.89,ios
u005397,treatment,8,1,16.73,android
u005398,treatment,15,1,27.54,web
u005399,treatment,5,0,65.45,web
u005400,treatment,8,0,32.28,ios
u005401,treatment,9,0,29.53,android
u005402,treatment,11,0,53.87,ios
u005403,treatment,11,1,21.96,android
u005404,treatment,11,1,74.44,android
u005405,treatment,10,1,30.99,android
u005406,treatment,10,1,48.26,android
u005407,treatment,10,0,42.67,android
u005408,treatment,11,1,134.18,android
u005409,treatment,4,1,7.27,web
u005410,treatment,8,0,25.06,android
u005411,treatment,5,1,16.34,web
u005412,treatment,8,1,49.09,web
u005413,treatment,7,1,27.64,android
u005414,treatment,8,0,18.33,web
u005415,treatment,8,0,53.86,web
u005416,treatment,2,1,4.88,ios
u005417,treatment,10,1,50.78,android
u005418,treatment,8,1,75.31,ios
u005419,treatment,3,1,7.66,web
u005420,treatment,10,1,34.23,android
u005421,treatment,7,1,27.01,ios
u005422,treatment,14,0,191.76,web
u005423,treatment,11,1,56.68,android
u005424,treatment,13,0,54.09,android
u005425,treatment,6,0,76.85,android
u005426,treatment,8,0,40.39,web
u005427,treatment,5,1,24.75,ios
u005428,treatment,9,0,32.27,web
u005429,treatment,7,0,25.61,android
u005430,treatment,9,0,11.5,android
u005431,treatment,7,1,58.26,ios
u005432,treatment,10,1,42.75,android
u005433,treatment,7,0,25.98,android
u005434,treatment,9,0,74.96,ios
u005435,treatment,13,1,52.87,web
u005436,treatment,7,1,19.07,android
u005437,treatment,10,0,24.9,web
u005438,treatment,9,0,21.25,ios
u005439,treatment,11,1,91.24,ios
u005440,treatment,8,0,28.95,android
u005441,treatment,9,1,24.81,ios
u005442,treatment,8,0,53.84,web
u005443,treatment,9,1,59.18,ios
u005444,treatment,9,0,24.97,web
u005445,treatment,8,1,38.59,ios
u005446,treatment,9,0,48.22,ios
u005447,treatment,14,0,127.11,android
u005448,treatment,5,1,17.04,ios
u005449,treatment,7,1,42.35,web
u005450,treatment,12,0,41.19,ios
u005451,treatment,10,1,37.62,web
u005452,treatment,10,1,10.05,ios
u005453,treatment,4,1,8.68,android
u005454,treatment,9,0,37.68,web
u005455,treatment,6,1,60.83,android
u005456,treatment,5,1,42.18,ios
u005457,treatment,6,1,34.18,ios
u005458,treatment,6,0,59.38,android
u005459,treatment,14,1,67.29,web
u005460,treatment,6,1,9.73,web
u005461,treatment,8,0,21.1,web
u005462,treatment,10,0,35.24,ios
u005463,treatment,13,0,57.32,ios
u005464,treatment,7,1,57.92,ios
u005465,treatment,6,1,14.02,ios
u005466,treatment,9,1,30.48,web
u005467,treatment,8,0,32.83,android
u005468,treatment,10,0,90.94,web
u005469,treatment,5,1,15.88,web
u005470,treatment,9,1,40.2,ios
u005471,treatment,10,1,47.87,ios
u005472,treatment,8,1,48.32,ios
u005473,treatment,11,1,72.51,ios
u005474,treatment,8,1,85.53,android
u005475,treatment,11,1,32.11,android
u005476,treatment,5,1,25.44,android
u005477,treatment,8,0,40.45,web
u005478,treatment,8,1,69.71,android
u005479,treatment,7,1,36.24,android
